Open time,Open,High,Low,Close,Volume,Trade count,VWAP
2021-07-19 14:00:00,424.25,424.59,422.665,424.1119,22960032.0,206126,424.0505
2021-07-19 15:00:00,424.12,425.38,423.58,424.925,14168805.0,120779,425.0216
2021-07-19 16:00:00,424.92,431.4089,422.26,422.855,14364380.0,110242,424.0836
2021-07-19 17:00:00,422.84,423.46,421.97,422.135,15140585.0,103929,424.1667
2021-07-19 18:00:00,422.13,423.41,421.97,422.3999,14356847.0,99448,423.5812
2021-07-19 19:00:00,422.39,425.01,422.185,424.96,31967410.0,207604,423.6256
2021-07-20 14:00:00,428.25,430.27,427.95,430.23,14644500.0,106048,428.6725
2021-07-20 15:00:00,430.22,431.16,429.84,431.11,10216110.0,66215,429.6415
2021-07-20 16:00:00,431.12,432.02,430.85,431.99,8443530.0,57568,430.7951
2021-07-20 17:00:00,432.0,432.08,430.74,431.075,8723882.0,57503,430.0553
2021-07-20 18:00:00,431.0719,431.92,431.0719,431.5389,9549984.0,63704,430.5385
2021-07-20 19:00:00,431.54,432.42,431.03,431.03,24895599.0,133339,430.7754
2021-07-21 14:00:00,433.66,433.72,431.0111,433.44,7973790.0,53842,432.9564
2021-07-21 15:00:00,433.45,434.02,433.11,434.001,7083793.0,41050,432.8601
2021-07-21 16:00:00,434.02,434.02,433.4117,433.455,6161024.0,39590,433.5315
2021-07-21 17:00:00,433.4599,434.04,433.44,433.9117,4132403.0,30861,433.4213
2021-07-21 18:00:00,433.915,434.17,433.62,434.165,4067732.0,30061,433.7316
2021-07-21 19:00:00,434.1699,434.7,433.54,434.56,17233623.0,85462,433.8331
2021-07-22 14:00:00,434.39,435.365,434.07,435.04,7113391.0,54777,434.7658
2021-07-22 15:00:00,435.04,435.145,434.17,434.505,5608634.0,42689,434.6275
2021-07-22 16:00:00,434.5099,434.82,433.69,434.81,5573471.0,42483,434.2116
2021-07-22 17:00:00,434.81,435.24,434.68,435.229,3096597.0,24590,434.9743
2021-07-22 18:00:00,435.225,435.72,435.157,435.6619,5015345.0,32704,435.2522
2021-07-22 19:00:00,435.6501,435.71,435.11,435.49,9291464.0,55794,435.2694
2021-07-23 14:00:00,436.975,438.38,436.95,438.3099,8516730.0,62348,437.3922
2021-07-23 15:00:00,438.3,439.5,438.27,438.73,8912552.0,60075,438.539
2021-07-23 16:00:00,438.74,439.375,438.71,439.351,5126859.0,34132,438.6831
2021-07-23 17:00:00,439.36,440.04,439.3499,439.77,5897727.0,39146,438.8948
2021-07-23 18:00:00,439.765,440.0,439.58,439.74,5040021.0,38311,439.3124
2021-07-23 19:00:00,439.74,440.3,439.16,439.89,13469386.0,80586,439.2913
2021-07-26 14:00:00,439.97,440.07,439.26,439.65,8013285.0,51280,439.7437
2021-07-26 15:00:00,439.65,440.75,439.405,440.705,4954381.0,40527,440.1972
2021-07-26 16:00:00,440.71,440.83,439.94,440.18,3817384.0,29450,440.2643
2021-07-26 17:00:00,440.1899,440.695,440.18,440.33,3017474.0,22874,440.278
2021-07-26 18:00:00,440.33,440.68,440.18,440.6143,5676876.0,30381,440.2409
2021-07-26 19:00:00,440.61,441.03,440.45,440.99,9192427.0,57448,440.6497
2021-07-27 14:00:00,439.25,439.64,437.93,438.5617,10701436.0,87721,438.7399
2021-07-27 15:00:00,438.56,439.09,436.76,437.61,10498779.0,84184,437.9951
2021-07-27 16:00:00,437.6,437.61,436.37,436.81,6542863.0,57484,437.2266
2021-07-27 17:00:00,436.795,437.2,435.99,436.339,6072602.0,49250,436.9386
2021-07-27 18:00:00,436.33,438.06,436.28,438.025,6438084.0,53654,437.4861
2021-07-27 19:00:00,438.02,439.06,437.69,438.99,14366220.0,88980,438.5886
2021-07-28 14:00:00,438.6,439.58,438.16,439.31,8179768.0,63761,438.8782
2021-07-28 15:00:00,439.31,439.54,438.885,439.2699,4802537.0,39522,439.1858
2021-07-28 16:00:00,439.265,439.34,438.41,438.62,3013897.0,27241,438.8672
