Open time,Open,High,Low,Close,Volume,Trade count,VWAP
2021-07-19 14:00:00,218.5101,219.11,217.822,218.775,1395402.0,45163,218.4325
2021-07-19 15:00:00,218.81,219.749,218.53,219.55,932418.0,24116,219.2593
2021-07-19 16:00:00,219.5,219.5082,218.0,218.28,792381.0,19825,218.5463
2021-07-19 17:00:00,218.25,218.67,217.84,217.97,779416.0,20301,218.2401
2021-07-19 18:00:00,217.959,218.61,217.86,218.11,765737.0,17224,218.214
2021-07-19 19:00:00,218.088,219.28,217.96,219.28,1293164.0,25233,218.407
2021-07-20 14:00:00,221.22,222.46,221.0,222.435,824622.0,23087,221.6236
2021-07-20 15:00:00,222.44,223.0,222.3,222.99,565115.0,8398,222.5825
2021-07-20 16:00:00,222.99,223.5,222.82,223.41,415406.0,6992,223.1668
2021-07-20 17:00:00,223.43,223.45,222.82,223.0,342178.0,5709,222.9946
2021-07-20 18:00:00,223.01,223.445,223.01,223.2,594555.0,7830,223.2972
2021-07-20 19:00:00,223.23,223.71,223.0,223.01,1173787.0,15378,223.3934
2021-07-21 14:00:00,224.58,224.58,224.027,224.288,479570.0,9316,224.3683
2021-07-21 15:00:00,224.32,224.7292,224.2,224.72,379314.0,6590,224.4694
2021-07-21 16:00:00,224.73,224.73,224.47,224.48,319980.0,4494,224.6104
2021-07-21 17:00:00,224.485,224.78,224.48,224.7099,249435.0,3439,224.6767
2021-07-21 18:00:00,224.735,224.81,224.505,224.81,255098.0,3376,224.704
2021-07-21 19:00:00,224.81,225.02,224.51,225.02,479148.0,7599,224.8257
2021-07-22 14:00:00,224.71,225.18,224.54,224.922,453180.0,9489,224.8965
2021-07-22 15:00:00,224.93,225.0062,224.5,224.65,273718.0,5796,224.7316
2021-07-22 16:00:00,224.68,224.84,224.18,224.835,247204.0,4020,224.4596
2021-07-22 17:00:00,224.83,225.09,224.78,225.08,199858.0,3845,224.9579
2021-07-22 18:00:00,225.06,225.35,225.0201,225.325,272788.0,4189,225.1619
2021-07-22 19:00:00,225.32,225.345,224.91,225.12,372199.0,5184,225.1355
2021-07-23 14:00:00,225.9201,226.57,225.8896,226.545,478955.0,9504,226.1889
2021-07-23 15:00:00,226.55,227.2,226.51,226.815,460954.0,6547,226.8744
2021-07-23 16:00:00,226.81,227.105,226.77,227.0905,286899.0,3957,226.9609
2021-07-23 17:00:00,227.105,227.405,227.055,227.3162,288215.0,4373,227.2827
2021-07-23 18:00:00,227.31,227.44,227.19,227.315,316058.0,4537,227.3144
2021-07-23 19:00:00,227.3242,227.61,227.0617,227.4,685158.0,9104,227.3993
2021-07-26 14:00:00,227.58,227.67,227.13,227.32,688771.0,11824,227.4891
2021-07-26 15:00:00,227.2864,227.8199,227.1597,227.77,279620.0,6004,227.5985
2021-07-26 16:00:00,227.77,227.81,227.3604,227.4795,343369.0,5803,227.5399
2021-07-26 17:00:00,227.48,227.7331,227.475,227.57,289138.0,5056,227.5706
