Date,Portfolio Value
2020-01-16,500.0
2020-01-17,500.0
2020-01-21,500.0
2020-01-22,500.05175576191345
2020-01-23,500.05175576191345
2020-01-24,500.05175576191345
2020-01-27,500.05175576191345
2020-01-28,500.05175576191345
2020-01-29,500.05175576191345
2020-01-30,500.05175576191345
2020-01-31,500.05175576191345
2020-02-03,500.05175576191345
2020-02-04,500.05175576191345
2020-02-05,500.05175576191345
2020-02-06,500.05175576191345
2020-02-07,500.05175576191345
2020-02-10,500.05175576191345
2020-02-11,500.05175576191345
2020-02-12,500.05175576191345
2020-02-13,500.05175576191345
2020-02-14,500.05175576191345
2020-02-18,500.05229333671497
2020-02-19,500.05229333671497
2020-02-20,500.05229333671497
2020-02-21,500.05229333671497
2020-02-24,500.05229333671497
2020-02-25,500.05229333671497
2020-02-26,500.05229333671497
2020-02-27,501.0445193974335
2020-02-28,501.0445193974335
2020-03-02,501.0380285781224
2020-03-03,501.0380285781224
2020-03-04,500.97701673211816
2020-03-05,500.97701673211816
2020-03-06,500.9783914630453
2020-03-09,500.97867176069195
2020-03-10,502.2767484863223
2020-03-11,502.2767484863223
2020-03-12,502.4606770668804
2020-03-13,502.23096768300604
2020-03-16,503.76770820542606
2020-03-17,503.76770820542606
2020-03-18,503.842016161386
2020-03-19,503.6355946504458
2020-03-20,505.3136338372202
2020-03-23,505.3136338372202
2020-03-24,505.3136338372202
2020-03-25,505.0675955980047
2020-03-26,505.34016119244814
2020-03-27,505.34016119244814
2020-03-30,506.78217512286517
2020-03-31,506.71147764016246
2020-04-01,506.71147764016246
2020-04-02,506.71147764016246
2020-04-03,507.2258524882599
2020-04-06,507.04811742754293
2020-04-07,507.05765765266113
2020-04-08,507.05765765266113
2020-04-09,504.49451586458946
2020-04-13,504.5759712853446
2020-04-14,504.57700066414384
2020-04-15,504.57700066414384
2020-04-16,507.7340298271454
2020-04-17,507.792836727967
2020-04-20,507.792836727967
2020-04-21,507.7985941296758
2020-04-22,507.7985941296758
2020-04-23,507.83658085567754
2020-04-24,511.0180659237902
2020-04-27,511.01582116049894
2020-04-28,511.01582116049894
2020-04-29,510.9638129469655
2020-04-30,510.9638129469655
2020-05-01,510.9638129469655
2020-05-04,510.9638129469655
2020-05-05,511.12978464971525
2020-05-06,511.12978464971525
2020-05-07,511.12978464971525
2020-05-08,511.12978464971525
2020-05-11,511.10982601922836
2020-05-12,511.10982601922836
2020-05-13,511.10982601922836
2020-05-14,511.15001354660996
2020-05-15,511.1425318736345
2020-05-18,511.1425318736345
2020-05-19,511.1425318736345
2020-05-20,511.1425318736345
2020-05-21,511.2500886565229
2020-05-22,511.269674961827
2020-05-26,511.269674961827
2020-05-27,511.269674961827
2020-05-28,511.3401797358044
2020-05-29,511.3401797358044
2020-06-01,511.3401797358044
2020-06-02,511.34757164162784
2020-06-03,511.31976079782726
2020-06-04,511.31976079782726
2020-06-05,511.31976079782726
2020-06-08,511.31976079782726
2020-06-09,511.40721343623744
2020-06-10,511.40721343623744
2020-06-11,511.40721343623744
2020-06-12,511.40721343623744
2020-06-15,511.4187643430256
2020-06-16,511.4187643430256
2020-06-17,511.4187643430256
2020-06-18,511.4187643430256
