Open time,Open,High,Low,Close,Volume,Trade count,VWAP
2021-07-19 14:00:00,340.08,340.17,338.53,338.985,1781144.0,31367,339.211
2021-07-19 15:00:00,339.02,339.95,338.38,339.5003,1373977.0,20421,339.868
2021-07-19 16:00:00,339.51,339.51,337.45,338.12,952687.0,18369,338.206
2021-07-19 17:00:00,338.07,338.54,337.38,337.525,1231614.0,15869,339.693
2021-07-19 18:00:00,337.49,338.46,337.48,337.83,1021251.0,16009,337.9709
2021-07-19 19:00:00,337.82,339.83,337.63,339.82,1611279.0,24348,339.1853
2021-07-20 14:00:00,343.72,345.11,343.62,345.0599,1464535.0,14111,343.034
2021-07-20 15:00:00,345.06,345.64,344.482,345.64,935154.0,7385,343.1898
2021-07-20 16:00:00,345.63,346.12,345.3205,346.04,433199.0,5637,345.6911
2021-07-20 17:00:00,346.04,346.12,344.89,345.21,541105.0,6789,345.3697
2021-07-20 18:00:00,345.21,345.82,345.21,345.35,379665.0,5188,345.5355
2021-07-20 19:00:00,345.35,346.05,345.05,345.07,770391.0,10816,345.5318
2021-07-21 14:00:00,347.74,347.875,346.98,347.42,533777.0,7431,347.4917
2021-07-21 15:00:00,347.47,347.94,346.87,347.79,373908.0,4429,347.4527
2021-07-21 16:00:00,347.8,347.8499,347.39,347.535,184172.0,2473,347.6124
2021-07-21 17:00:00,347.53,347.73,347.46,347.56,261679.0,3234,347.6014
2021-07-21 18:00:00,347.59,347.735,347.44,347.72,194574.0,2740,347.6135
2021-07-21 19:00:00,347.72,348.15,347.36,347.99,826765.0,9030,347.3448
2021-07-22 14:00:00,347.33,347.9599,346.95,347.7506,371412.0,5523,347.4994
2021-07-22 15:00:00,347.76,347.915,347.27,347.51,285784.0,3595,347.5802
2021-07-22 16:00:00,347.5,347.9806,347.03,347.98,243968.0,3758,347.4382
2021-07-22 17:00:00,347.98,348.41,347.9,348.39,170974.0,2573,348.148
2021-07-22 18:00:00,348.4085,348.81,348.36,348.71,238644.0,3307,348.6168
2021-07-22 19:00:00,348.72,348.77,348.1301,348.22,438382.0,6055,348.3352
2021-07-23 14:00:00,349.38,350.255,349.27,350.21,599954.0,9540,349.7042
2021-07-23 15:00:00,350.23,350.91,349.96,349.96,606009.0,7633,350.4489
2021-07-23 16:00:00,350.0,350.37,349.99,350.255,210268.0,3107,350.2133
2021-07-23 17:00:00,350.26,350.79,350.24,350.54,253970.0,3676,350.5702
2021-07-23 18:00:00,350.54,350.57,350.09,350.26,215496.0,3608,350.29
2021-07-23 19:00:00,350.28,350.99,349.81,350.6,816969.0,8137,350.1632
2021-07-26 14:00:00,350.35,350.41,349.49,350.11,538288.0,6460,349.9592
2021-07-26 15:00:00,350.08,351.0,349.91,350.867,310594.0,4049,350.6408
2021-07-26 16:00:00,350.86,350.92,350.58,350.81,180568.0,2755,350.7554
2021-07-26 17:00:00,350.83,351.21,350.75,351.09,174253.0,2331,351.0086
2021-07-26 18:00:00,351.09,351.36,351.03,351.25,176796.0,2410,351.207
2021-07-26 19:00:00,351.27,351.45,351.128,351.42,410932.0,5437,351.2939
2021-07-27 14:00:00,349.92,350.5201,349.32,350.36,662987.0,9273,349.9717
2021-07-27 15:00:00,350.29,350.66,349.15,349.88,681112.0,9334,349.755
2021-07-27 16:00:00,349.84,349.85,348.725,349.43,382481.0,5877,349.3015
2021-07-27 17:00:00,349.4,349.84,348.95,349.09,380467.0,5447,349.363
2021-07-27 18:00:00,349.06,349.98,349.02,349.91,378781.0,5761,349.6756
2021-07-27 19:00:00,349.95,350.68,349.7815,350.66,715162.0,9682,350.2515
2021-07-28 14:00:00,350.23,350.56,349.42,350.28,581825.0,7867,350.0305
2021-07-28 15:00:00,350.2516,350.54,349.9,350.25,247810.0,3711,350.2131
2021-07-28 16:00:00,350.27,350.28,349.27,349.46,339945.0,3818,349.7067
2021-07-28 17:00:00,349.54,349.57,349.13,349.15,281953.0,4258,349.3295
2021-07-28 18:00:00,349.19,350.54,348.71,350.21,565161.0,7110,349.8103
2021-07-28 19:00:00,350.23,350.365,349.33,349.33,947027.0,9356,349.8748
2021-07-29 14:00:00,350.895,351.4799,350.57,351.44,451789.0,5476,350.996
2021-07-29 15:00:00,351.4401,351.56,350.88,351.18,346385.0,4505,351.2287
2021-07-29 16:00:00,351.17,351.55,351.1398,351.26,163790.0,2915,351.3612
2021-07-29 17:00:00,351.27,351.7086,351.24,351.42,230290.0,3153,351.4797
2021-07-29 18:00:00,351.5,351.57,351.05,351.177,211399.0,2589,351.2905
2021-07-29 19:00:00,351.18,351.18,350.81,350.84,424678.0,5582,350.9869
2021-07-30 14:00:00,350.6,351.01,349.72,349.915,587537.0,7937,350.3436
2021-07-30 15:00:00,349.88,350.4,349.42,349.71,352634.0,6782,349.7886
2021-07-30 16:00:00,349.67,349.88,349.47,349.65,321996.0,3149,350.102
2021-07-30 17:00:00,349.68,349.69,349.4,349.55,215583.0,3065,349.8417
2021-07-30 18:00:00,349.58,349.5876,348.67,349.38,421133.0,6552,349.0838
2021-07-30 19:00:00,349.4,349.91,349.01,349.41,876951.0,12830,349.4643
2021-08-02 14:00:00,351.15,351.52,350.4799,350.52,399999.0,7032,351.1009
2021-08-02 15:00:00,350.49,350.82,349.52,349.55,285852.0,5045,350.3159
2021-08-02 16:00:00,349.52,349.87,349.02,349.6301,299834.0,5127,349.396
2021-08-02 17:00:00,349.66,349.88,349.06,349.42,211522.0,4114,349.557
2021-08-02 18:00:00,349.35,349.66,349.2,349.38,242403.0,4000,349.4149
2021-08-02 19:00:00,349.36,349.37,348.06,348.35,659057.0,9402,348.627
2021-08-03 14:00:00,347.21,349.27,347.21,348.64,899641.0,10167,348.4338
2021-08-03 15:00:00,348.69,350.56,348.63,350.19,609529.0,8400,349.5634
2021-08-03 16:00:00,350.22,350.25,349.69,350.01,217478.0,2950,349.956
2021-08-03 17:00:00,350.03,350.52,350.03,350.455,254039.0,3560,350.3261
2021-08-03 18:00:00,350.46,350.75,350.32,350.58,288165.0,3966,350.5716
2021-08-03 19:00:00,350.61,351.19,350.61,351.12,730192.0,7905,350.5095
2021-08-04 14:00:00,349.53,350.08,348.67,348.7,580027.0,9006,349.4241
